filename	num_contigs	contig_n50	contig_n50_size_mb	num_scaffolds	scaffold_n50	scaffold_n50_size_mb	largest_scaffold	largest_scaffold_size_mb	total_scaffold_length	total_scaffold_length_size_mb	gc_content_percent
OG711_v230915.hifi1.0.hifiasm.a_ctg.assembly.summary.txt	1464	1605162	1.60516	1464	1605162	1.60516	6491590	6.49159	605581887	605.582	42.13
OG711_v230915.hifi1.0.hifiasm.p_ctg.assembly.summary.txt	148	21200817	21.2008	148	21200817	21.2008	30762762	30.7628	617243040	617.243	42.27
OG716_v250704.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	20172	55667	0.055667	20172	55667	0.055667	466229	0.466229	905809336	905.809	39.24
OG716_v250704.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	8843	281059	0.281059	8843	281059	0.281059	1853519	1.85352	1474328650	1474.33	39.66
OG721_v230915.hifi1.0.hifiasm.a_ctg.assembly.summary.txt	12040	446312	0.446312	12040	446312	0.446312	4669903	4.6699	1107645681	1107.65	40.97
OG721_v230915.hifi1.0.hifiasm.p_ctg.assembly.summary.txt	813	7941364	7.94136	813	7941364	7.94136	23783780	23.7838	1030920571	1030.92	41.65
OG748_v241018.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	955	11469623	11.4696	955	11469623	11.4696	29962762	29.9628	865604602	865.605	40.26
OG748_v241018.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	171	33110135	33.1101	171	33110135	33.1101	42935955	42.936	855463672	855.464	40.24
OG749_v241018.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	2324	1320177	1.32018	2324	1320177	1.32018	8310552	8.31055	842417333	842.417	40.77
OG749_v241018.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	211	28768473	28.7685	211	28768473	28.7685	38284032	38.284	846721139	846.721	40.77
OG750_v241004.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	1308	4013812	4.01381	1308	4013812	4.01381	17851319	17.8513	835770101	835.77	40.42
OG750_v241004.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	390	23627152	23.6272	390	23627152	23.6272	40850411	40.8504	988815255	988.815	40.73
OG751_v250317.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	1038	10439360	10.4394	1038	10439360	10.4394	34414855	34.4149	836462796	836.463	40.44
OG751_v250317.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	188	31341530	31.3415	188	31341530	31.3415	41964595	41.9646	833332796	833.333	40.47
OG755_v240821.hifi1.0.hifiasm.a_ctg.assembly.summary.txt	1360	3716422	3.71642	1360	3716422	3.71642	15657516	15.6575	671325298	671.325	41.67
OG755_v240821.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	1362	3654486	3.65449	1362	3654486	3.65449	15657516	15.6575	671219471	671.219	41.66
OG755_v240821.hifi1.0.hifiasm.p_ctg.assembly.summary.txt	122	27068235	27.0682	122	27068235	27.0682	33480176	33.4802	670158125	670.158	41.64
OG755_v240821.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	125	27068238	27.0682	125	27068238	27.0682	33480176	33.4802	670410252	670.41	41.64
OG756_v250704.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	5987	1356574	1.35657	5987	1356574	1.35657	12777166	12.7772	1115743240	1115.74	38.13
OG756_v250704.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	660	17189731	17.1897	660	17189731	17.1897	58273753	58.2738	1225204578	1225.2	38.20
OG757_v241018.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	1496	1928154	1.92815	1496	1928154	1.92815	9071905	9.0719	650529361	650.529	41.49
OG757_v241018.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	168	26174463	26.1745	168	26174463	26.1745	31839695	31.8397	649836870	649.837	41.44
OG758_v241127.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	11490	194705	0.194705	11490	194705	0.194705	1798464	1.79846	683315517	683.316	44.52
OG758_v241127.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	1589	1990994	1.99099	1589	1990994	1.99099	9163163	9.16316	708123742	708.124	44.54
OG759_v240520.hifi1.0.hifiasm.a_ctg.assembly.summary.txt	1516	7781110	7.78111	1516	7781110	7.78111	21077184	21.0772	842420140	842.42	41.27
OG759_v240520.hifi1.0.hifiasm.p_ctg.assembly.summary.txt	141	36861143	36.8611	141	36861143	36.8611	71025465	71.0255	844624833	844.625	41.29
OG760_v240520.hifi1.0.hifiasm.a_ctg.assembly.summary.txt	4766	1781280	1.78128	4766	1781280	1.78128	11129744	11.1297	1274585178	1274.59	38.81
OG760_v240520.hifi1.0.hifiasm.p_ctg.assembly.summary.txt	105	43009462	43.0095	105	43009462	43.0095	60370809	60.3708	1211994521	1211.99	38.84
OG762_v241018.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	1610	10528967	10.529	1610	10528967	10.529	24180870	24.1809	685401983	685.402	43.00
OG762_v241018.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	107	28496025	28.496	107	28496025	28.496	55016228	55.0162	659136468	659.136	42.99
OG765_v240821.hifi1.0.hifiasm.a_ctg.assembly.summary.txt	5551	732598	0.732598	5551	732598	0.732598	4824327	4.82433	1065863707	1065.86	40.24
OG765_v240821.hifi1.0.hifiasm.p_ctg.assembly.summary.txt	1367	7789384	7.78938	1367	7789384	7.78938	28168668	28.1687	1122557478	1122.56	40.46
OG766_v241004.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	480	7829470	7.82947	480	7829470	7.82947	21440932	21.4409	664389429	664.389	41.40
OG766_v241004.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	72	26235427	26.2354	72	26235427	26.2354	32111103	32.1111	668945398	668.945	41.39
OG767_v241004.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	2764	2186821	2.18682	2764	2186821	2.18682	12586462	12.5865	1575093999	1575.09	38.84
OG767_v241004.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	302	30668573	30.6686	302	30668573	30.6686	72366721	72.3667	1622371933	1622.37	38.81
OG770_v241127.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	7788	347592	0.347592	7788	347592	0.347592	4528677	4.52868	668647058	668.647	40.73
OG770_v241127.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	6896	2062818	2.06282	6896	2062818	2.06282	10409584	10.4096	862885895	862.886	40.65
OG775_v241004.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	882	10974260	10.9743	882	10974260	10.9743	29324250	29.3242	599483371	599.483	44.20
OG775_v241004.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	284	24275174	24.2752	284	24275174	24.2752	37177268	37.1773	592825004	592.825	44.14
OG777_v240520.hifi1.0.hifiasm.a_ctg.assembly.summary.txt	814	18087760	18.0878	814	18087760	18.0878	28829739	28.8297	624685994	624.686	43.64
OG777_v240520.hifi1.0.hifiasm.p_ctg.assembly.summary.txt	286	28679625	28.6796	286	28679625	28.6796	46505569	46.5056	653384922	653.385	43.75
OG778_v241018.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	2710	836676	0.836676	2710	836676	0.836676	4524182	4.52418	735890698	735.891	41.54
OG778_v241018.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	242	17418171	17.4182	242	17418171	17.4182	31166650	31.1667	737436439	737.436	41.58
OG781_v250317.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	4144	516496	0.516496	4144	516496	0.516496	3239891	3.23989	684504066	684.504	45.12
OG781_v250317.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	330	7885782	7.88578	330	7885782	7.88578	23838883	23.8389	699378389	699.378	45.22
OG784_v241018.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	898	4158742	4.15874	898	4158742	4.15874	13522680	13.5227	653079581	653.08	42.23
OG784_v241018.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	62	27860441	27.8604	62	27860441	27.8604	34635733	34.6357	657607100	657.607	42.22
OG785_v241004.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	796	15636190	15.6362	796	15636190	15.6362	36052839	36.0528	886224154	886.224	40.37
OG785_v241004.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	66	37345710	37.3457	66	37345710	37.3457	78539857	78.5399	896462158	896.462	40.34
OG787_v240927.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	743	9320363	9.32036	743	9320363	9.32036	24899833	24.8998	670323166	670.323	41.69
OG787_v240927.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	94	26019640	26.0196	94	26019640	26.0196	50601997	50.602	668272006	668.272	41.62
OG788_v240927.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	1490	7920600	7.9206	1490	7920600	7.9206	23787225	23.7872	656323924	656.324	42.01
OG788_v240927.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	496	22609265	22.6093	496	22609265	22.6093	31197192	31.1972	684434541	684.435	42.01
OG790_v250704.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	1283	5986694	5.98669	1283	5986694	5.98669	22847975	22.848	646910698	646.911	43.63
OG790_v250704.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	150	25103431	25.1034	150	25103431	25.1034	32647055	32.6471	644484200	644.484	43.70
OG793_v250317.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	1735	5429943	5.42994	1735	5429943	5.42994	21633162	21.6332	796451658	796.452	40.11
OG793_v250317.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	133	32711024	32.711	133	32711024	32.711	38728953	38.729	782646981	782.647	40.09
OG794_v250307.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	1061	2684340	2.68434	1061	2684340	2.68434	12481518	12.4815	693243222	693.243	40.18
OG794_v250307.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	158	25615994	25.616	158	25615994	25.616	33052750	33.0528	696895675	696.896	40.21
OG799_v241018.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	401	21206004	21.206	401	21206004	21.206	33644313	33.6443	751799300	751.799	40.24
OG799_v241018.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	104	31050373	31.0504	104	31050373	31.0504	38448974	38.449	749012276	749.012	40.27
OG800_v241004.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	1521	3568776	3.56878	1521	3568776	3.56878	11350718	11.3507	728153171	728.153	43.13
OG800_v241004.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	133	27687718	27.6877	133	27687718	27.6877	34416541	34.4165	721739824	721.74	43.12
OG803_v240927.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	2389	1502380	1.50238	2389	1502380	1.50238	12314020	12.314	786790821	786.791	42.41
OG803_v240927.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	289	30345987	30.346	289	30345987	30.346	37935159	37.9352	802696410	802.696	42.57
OG804_v250717.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	3059	4021873	4.02187	3059	4021873	4.02187	24375487	24.3755	847875166	847.875	40.23
OG804_v250717.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	473	31466542	31.4665	473	31466542	31.4665	50375334	50.3753	1064539534	1064.54	40.29
OG808_v240520.hifi1.0.hifiasm.a_ctg.assembly.summary.txt	3551	1482897	1.4829	3551	1482897	1.4829	13515799	13.5158	1187543626	1187.54	39.76
OG808_v240520.hifi1.0.hifiasm.p_ctg.assembly.summary.txt	109	46024596	46.0246	109	46024596	46.0246	120568144	120.568	1135295802	1135.3	39.80
OG810_v241004.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	1456	7718323	7.71832	1456	7718323	7.71832	25146111	25.1461	836761740	836.762	41.44
OG810_v241004.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	242	29140903	29.1409	242	29140903	29.1409	35918739	35.9187	807550890	807.551	41.47
OG811_v241004.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	2754	3072209	3.07221	2754	3072209	3.07221	11892936	11.8929	783682721	783.683	42.03
OG811_v241004.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	334	25523865	25.5239	334	25523865	25.5239	49620316	49.6203	756466325	756.466	42.12
OG813_v250704.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	878	24935063	24.9351	878	24935063	24.9351	45077949	45.0779	977611865	977.612	39.54
OG813_v250704.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	114	39515930	39.5159	114	39515930	39.5159	74997370	74.9974	981952434	981.952	39.46
OG819_v250717.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	1010	4624297	4.6243	1010	4624297	4.6243	17167005	17.167	622115518	622.116	41.22
OG819_v250717.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	123	25630985	25.631	123	25630985	25.631	74312784	74.3128	646853887	646.854	41.21
OG820_v230915.hifi1.0.hifiasm.a_ctg.assembly.summary.txt	1027	11275547	11.2755	1027	11275547	11.2755	32108812	32.1088	872088853	872.089	40.94
OG820_v230915.hifi1.0.hifiasm.p_ctg.assembly.summary.txt	62	40736435	40.7364	62	40736435	40.7364	82974962	82.975	863103995	863.104	40.93
OG824_v241004.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	3175	1064759	1.06476	3175	1064759	1.06476	5471670	5.47167	861658449	861.658	39.74
OG824_v241004.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	623	14218382	14.2184	623	14218382	14.2184	44683221	44.6832	889080301	889.08	39.51
OG829_v240927.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	1421	5238479	5.23848	1421	5238479	5.23848	26001763	26.0018	721701602	721.702	41.88
OG829_v240927.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	210	25779500	25.7795	210	25779500	25.7795	34020701	34.0207	707130705	707.131	41.79
OG834_v240927.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	2120	3218234	3.21823	2120	3218234	3.21823	16992370	16.9924	1173301681	1173.3	38.96
OG834_v240927.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	414	34234610	34.2346	414	34234610	34.2346	48991886	48.9919	1184833572	1184.83	38.94
OG836_v240520.hifi1.0.hifiasm.a_ctg.assembly.summary.txt	12350	745853	0.745853	12350	745853	0.745853	5302628	5.30263	2980720784	2980.72	43.82
OG836_v240520.hifi1.0.hifiasm.p_ctg.assembly.summary.txt	2331	6375456	6.37546	2331	6375456	6.37546	36994088	36.9941	3061007626	3061.01	44.13
OG837_v240813.hifi1.0.hifiasm.a_ctg.assembly.summary.txt	15174	923333	0.923333	15174	923333	0.923333	7135960	7.13596	3502079698	3502.08	42.25
OG837_v240813.hifi1.0.hifiasm.p_ctg.assembly.summary.txt	705	30991418	30.9914	705	30991418	30.9914	94659861	94.6599	3769058405	3769.06	42.40
OG838_v240520.hifi1.0.hifiasm.a_ctg.assembly.summary.txt	26934	90100	0.0901	26934	90100	0.0901	888393	0.888393	1656296299	1656.3	42.16
OG838_v240520.hifi1.0.hifiasm.p_ctg.assembly.summary.txt	5012	1391123	1.39112	5012	1391123	1.39112	11459292	11.4593	2477668585	2477.67	42.38
OG844_v241023.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	8274	1432813	1.43281	8274	1432813	1.43281	10179849	10.1798	2914926970	2914.93	43.88
OG844_v241023.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	2225	8746036	8.74604	2225	8746036	8.74604	43379048	43.379	2960669464	2960.67	44.05
OG845_v241023.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	15100	582476	0.582476	15100	582476	0.582476	4801719	4.80172	2952919328	2952.92	42.73
OG845_v241023.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	2800	7508840	7.50884	2800	7508840	7.50884	39682275	39.6823	3045575403	3045.58	43.04
OG848_v250113.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	26646	51487	0.051487	26646	51487	0.051487	2055752	2.05575	878864529	878.865	43.32
OG848_v250113.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	2807	1921368	1.92137	2807	1921368	1.92137	16043749	16.0437	851357752	851.358	44.11
OG849_v241127.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	10229	308580	0.30858	10229	308580	0.30858	2669848	2.66985	733687337	733.687	42.13
OG849_v241127.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	1490	3529750	3.52975	1490	3529750	3.52975	17922756	17.9228	690188408	690.188	42.37
OG852_v250717.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	24537	41690	0.04169	24537	41690	0.04169	416090	0.41609	861246105	861.246	43.60
OG852_v250717.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	17922	120674	0.120674	17922	120674	0.120674	1040229	1.04023	1634869195	1634.87	43.58
OG853_v250717.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	25848	34562	0.034562	25848	34562	0.034562	189184	0.189184	748908972	748.909	43.82
OG853_v250717.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	24920	112539	0.112539	24920	112539	0.112539	1070998	1.071	2084648899	2084.65	43.61
OG855_240821.hifi1.0.hifiasm.a_ctg.assembly.summary.txt	5273	312496	0.312496	5273	312496	0.312496	2815818	2.81582	692073298	692.073	40.94
OG855_240821.hifi1.0.hifiasm.p_ctg.assembly.summary.txt	260	22770863	22.7709	260	22770863	22.7709	31793104	31.7931	671367301	671.367	40.96
OG856_v240821.hifi1.0.hifiasm.a_ctg.assembly.summary.txt	0	0	0	0	0	0	0	0	0	0	0.00
OG856_v240821.hifi1.0.hifiasm.p_ctg.assembly.summary.txt	0	0	0	0	0	0	0	0	0	0	0.00
OG859_v241023.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	21937	210866	0.210866	21937	210866	0.210866	3042158	3.04216	2119033115	2119.03	41.95
OG859_v241023.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	426	58692996	58.693	426	58692996	58.693	116813770	116.814	2564264350	2564.26	41.72
OG860_v240927.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	4657	977148	0.977148	4657	977148	0.977148	9645627	9.64563	574708532	574.709	45.01
OG860_v240927.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	411	15865836	15.8658	411	15865836	15.8658	38361560	38.3616	552196785	552.197	45.06
OG863_v241004.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	995	8996522	8.99652	995	8996522	8.99652	37298158	37.2982	1085942962	1085.94	39.82
OG863_v241004.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	289	42425784	42.4258	289	42425784	42.4258	56561809	56.5618	1089402783	1089.4	39.85
OG865_v250818.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	33664	26187	0.026187	33664	26187	0.026187	297652	0.297652	620995676	620.996	41.87
OG865_v250818.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	12757	119378	0.119378	12757	119378	0.119378	844425	0.844425	858843258	858.843	42.24
OG866_v241023.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	7720	141263	0.141263	7720	141263	0.141263	1342183	1.34218	616906081	616.906	42.53
OG866_v241023.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	1519	1637871	1.63787	1519	1637871	1.63787	10975413	10.9754	755662783	755.663	42.34
OG868_v250317.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	14083	32328	0.032328	14083	32328	0.032328	393007	0.393007	374064373	374.064	43.22
OG868_v250317.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	8256	123024	0.123024	8256	123024	0.123024	1099149	1.09915	636351039	636.351	43.64
OG869_v250307.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	31080	85042	0.085042	31080	85042	0.085042	1234420	1.23442	901104673	901.105	43.74
OG869_v250307.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	3762	673875	0.673875	3762	673875	0.673875	4541916	4.54192	899335678	899.336	44.19
OG906_hifi1.0.hifiasm.a_ctg.assembly.summary.txt	56010	377476	0.377476	56010	377476	0.377476	5773102	5.7731	5004844542	5004.84	48.07
OG906_hifi1.0.hifiasm.p_ctg.assembly.summary.txt	15416	1467101	1.4671	15416	1467101	1.4671	15021275	15.0213	5467056287	5467.06	48.35
OG910_v241127.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	880	5911255	5.91125	880	5911255	5.91125	23398150	23.3982	863597389	863.597	41.45
OG910_v241127.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	202	34675938	34.6759	202	34675938	34.6759	43685714	43.6857	863939736	863.94	41.44
OG1161_v250113.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	30787	183969	0.183969	30787	183969	0.183969	4939229	4.93923	2531444813	2531.44	41.79
OG1161_v250113.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	276	92301342	92.3013	276	92301342	92.3013	203861949	203.862	2553726966	2553.73	41.71
OG1297_v250818.hifi1.0.hifiasm.a_ctg.assembly_summary.txt	6037	2331196	2.3312	6037	2331196	2.3312	14031387	14.0314	2956161752	2956.16	43.95
OG1297_v250818.hifi1.0.hifiasm.p_ctg.assembly_summary.txt	2180	7572554	7.57255	2180	7572554	7.57255	73455968	73.456	3143108033	3143.11	44.40
